"Fri Oct 25 07:11:22 PM UTC 2024
"
Index,Time (mS),Used RAM (MB),Total RAM (MB),Number of Free RAM Blocks,Size of Free RAM Blocks (MB),Used SWAP (MB),Total SWAP (MB),Cached SWAP (MB),CPU Frequency (MHz),CPU 0 Load (%),CPU 1 Load (%),CPU 2 Load (%),CPU 3 Load (%),CPU 4 Load (%),CPU 5 Load (%),CPU 6 Load (%),CPU 7 Load (%),CPU 8 Load (%),CPU 9 Load (%),CPU 10 Load (%),CPU 11 Load (%),Used GR3D (%),GR3D Frequency (MHz),cpu Temperature (C),tboard Temperature (C), Temperature (C),tdiode Temperature (C),tj Temperature (C),VDD_GPU_SOC Current (mW),VDD_GPU_SOC Average (mW),VDD_CPU_CV Current (mW),VDD_CPU_CV Average (mW),VIN_SYS_5V0 Current (mW),VIN_SYS_5V0 Average (mW),VDDQ_VDD2_1V8AO Current (mW),VDDQ_VDD2_1V8AO Average (mW)
7,7000,7095.0,30698.0,47.0,4.0,0.0,15349.0,0.0,2201.0,4,3,4,58,2,0,0,2,3,9,0,1,44.0,,43.937,32.0,39.687,36.625,43.937,3179.0,2533.0,1988.0,1540.0,3818.0,3249.0,1203.0,852.0
8,8000,7677.0,30698.0,8.0,4.0,0.0,15349.0,0.0,729.0,4,5,9,71,29,1,0,3,6,1,1,1,37.0,,44.593,32.0,39.75,36.625,44.593,3179.0,2605.0,2386.0,1634.0,4320.0,3368.0,1404.0,913.0
9,9000,8541.0,30698.0,7.0,4.0,0.0,15349.0,0.0,729.0,3,2,6,2,99,2,3,8,3,4,1,0,31.0,,44.468,32.0,39.718,36.5,44.468,2782.0,2622.0,2385.0,1709.0,3918.0,3423.0,1203.0,942.0
10,10000,10591.0,30698.0,8.0,4.0,0.0,15349.0,0.0,729.0,2,1,6,1,99,1,1,3,0,7,0,1,26.0,,44.375,32.0,39.812,36.625,44.375,3179.0,2673.0,2385.0,1771.0,4019.0,3477.0,1306.0,975.0
11,11000,10825.0,30698.0,2.0,4.0,0.0,15349.0,0.0,2201.0,3,0,6,36,48,4,1,2,1,4,1,1,0.0,,44.156,32.0,39.656,36.5,44.156,2782.0,2682.0,2385.0,1822.0,3617.0,3489.0,1003.0,977.0
12,12000,11172.0,30698.0,1.0,4.0,0.0,15349.0,0.0,1574.0,5,1,3,85,3,0,4,3,1,7,1,1,68.0,,43.656,32.125,39.781,36.75,43.656,4371.0,2812.0,1590.0,1804.0,4923.0,3599.0,2009.0,1057.0
13,13000,11172.0,30698.0,1.0,4.0,0.0,15349.0,0.0,2201.0,4,1,7,59,5,2,5,2,3,21,2,1,57.0,,43.656,32.125,39.718,37.0,43.656,5166.0,2980.0,1193.0,1760.0,5535.0,3737.0,2311.0,1146.0
14,14000,11174.0,30698.0,1.0,4.0,0.0,15349.0,0.0,729.0,3,2,5,0,4,3,7,5,0,2,70,2,60.0,,43.656,32.125,39.781,36.75,43.656,5166.0,3126.0,795.0,1696.0,5434.0,3850.0,2210.0,1217.0
15,15000,11174.0,30698.0,1.0,4.0,0.0,15349.0,0.0,729.0,3,1,5,1,1,0,9,2,2,1,71,2,55.0,,43.812,32.125,39.75,36.75,43.562,5166.0,3253.0,795.0,1639.0,5425.0,3949.0,2210.0,1279.0
